source,url,title,published_at,district,zone_name,latitude,longitude,incident_type,victim_age,severity,article_hour,article_day_of_week,matched_alias,match_score,match_type
Daily Star,https://www.thedailystar.net/news/crime-justice/news/man-arrested-over-rape-teenager-4168626,Man arrested over rape of teenager,2026-06-12T08:00:00,Jhenaidah,Maheshpur,23.35291,88.91222,sexual_violence,17.0,5,8,4,jhenaidah,1,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/man-arrested-over-rape-teenager-4168626,Man arrested over rape of teenager,2026-06-12T08:00:00,Jhenaidah,Shailkupa,23.68395,89.2422,sexual_violence,17.0,5,8,4,jhenaidah,1,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/rohingya-youth-arrested-over-alleged-tehrik-i-taliban-pakistan-links-4168251,Rohingya youth arrested over alleged Tehrik-i-Taliban Pakistan links,2026-06-12T08:00:00,Cox's Bazar,Kolatoli,21.420776,91.983256,suspicious_activity,19.0,2,8,4,cox's bazar,4,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/rohingya-youth-arrested-over-alleged-tehrik-i-taliban-pakistan-links-4168251,Rohingya youth arrested over alleged Tehrik-i-Taliban Pakistan links,2026-06-12T08:00:00,Cox's Bazar,Chakaria,21.76459,92.07612,suspicious_activity,19.0,2,8,4,cox's bazar,4,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/rohingya-youth-arrested-over-alleged-tehrik-i-taliban-pakistan-links-4168251,Rohingya youth arrested over alleged Tehrik-i-Taliban Pakistan links,2026-06-12T08:00:00,Cox's Bazar,Maheshkhali,21.55411,91.97067,suspicious_activity,19.0,2,8,4,cox's bazar,4,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/rab-men-hacked-police-attacked-separate-narayanganj-incidents-4168201,"Rab men hacked, police attacked in separate Narayanganj incidents",2026-06-12T08:00:00,Narayanganj,Rupganj,23.61352,90.50298,violence,,5,8,4,rupganj,2,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/rab-men-hacked-police-attacked-separate-narayanganj-incidents-4168201,"Rab men hacked, police attacked in separate Narayanganj incidents",2026-06-12T08:00:00,Narayanganj,Chashara,23.62502,90.49684,violence,,5,8,4,narayanganj,1,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/rab-men-hacked-police-attacked-separate-narayanganj-incidents-4168201,"Rab men hacked, police attacked in separate Narayanganj incidents",2026-06-12T08:00:00,Gaibandha,Fulchhari,25.3293,89.5438,violence,,5,8,4,gaibandha,1,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/woman-abducted-raped-4167896,"Woman abducted, raped",2026-06-12T08:00:00,Cumilla,Chandina,23.49067,91.01227,sexual_violence,27.0,5,8,4,chandina,2,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/woman-abducted-raped-4167896,"Woman abducted, raped",2026-06-12T08:00:00,Cumilla,Kandirpar,23.46186,91.18504,sexual_violence,27.0,5,8,4,cumilla,1,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/woman-abducted-raped-4167896,"Woman abducted, raped",2026-06-12T08:00:00,Cumilla,Burichang,23.5534,91.12901,sexual_violence,27.0,5,8,4,cumilla,1,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/madrasa-teacher-arrested-over-attempted-rape-8-year-old-jamalpur-4167471,Madrasa teacher arrested over attempted rape of 8-year-old in Jamalpur,2026-06-12T08:00:00,Jamalpur,Dewanganj,25.14236,89.76215,sexual_violence,8.0,5,8,4,dewanganj,2,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/madrasa-teacher-arrested-over-attempted-rape-8-year-old-jamalpur-4167471,Madrasa teacher arrested over attempted rape of 8-year-old in Jamalpur,2026-06-12T08:00:00,Jamalpur,Madarganj,24.91965,89.94812,sexual_violence,8.0,5,8,4,jamalpur,1,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/madrasa-teacher-arrested-over-attempted-rape-8-year-old-jamalpur-4167471,Madrasa teacher arrested over attempted rape of 8-year-old in Jamalpur,2026-06-12T08:00:00,Jamalpur,Melandaha,24.91965,89.94812,sexual_violence,8.0,5,8,4,jamalpur,1,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/hc-bench-officer-suspended-over-bail-order-forgery-knf-uniforms-case-4167466,HC bench officer suspended over bail order forgery in KNF uniforms case,2026-06-12T08:00:00,Chattogram,Bayezid,22.3905,91.8225,suspicious_activity,,2,8,4,bayezid bostami,4,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/cumilla-bnp-leader-rezaul-kaiyum-released-after-12-hr-police-detention-4167231,Cumilla BNP leader Rezaul Kaiyum released after 12-hr police detention,2026-06-12T08:00:00,Cumilla,Kandirpar,23.46186,91.18504,suspicious_activity,,2,8,4,cumilla,1,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/cumilla-bnp-leader-rezaul-kaiyum-released-after-12-hr-police-detention-4167231,Cumilla BNP leader Rezaul Kaiyum released after 12-hr police detention,2026-06-12T08:00:00,Cumilla,Burichang,23.5534,91.12901,suspicious_activity,,2,8,4,cumilla,1,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/cumilla-bnp-leader-rezaul-kaiyum-released-after-12-hr-police-detention-4167231,Cumilla BNP leader Rezaul Kaiyum released after 12-hr police detention,2026-06-12T08:00:00,Cumilla,Chandina,23.49067,91.01227,suspicious_activity,,2,8,4,cumilla,1,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/8-labourers-killed-truck-rear-ends-pickup-4167071,8 labourers killed as truck rear-ends pickup,2026-06-12T08:00:00,Sylhet,Sylhet MAG Osmani Medical College,24.900577,91.853376,murder,15.0,5,8,4,sylhet mag osmani medical college,8,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/8-labourers-killed-truck-rear-ends-pickup-4167071,8 labourers killed as truck rear-ends pickup,2026-06-12T08:00:00,Sunamganj,Dharampasha,24.98,91.0,murder,15.0,5,8,4,dharampasha,2,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/8-labourers-killed-truck-rear-ends-pickup-4167071,8 labourers killed as truck rear-ends pickup,2026-06-12T08:00:00,Sunamganj,Jagannathpur,24.77493,91.55216,murder,15.0,5,8,4,jagannathpur,2,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/90-year-old-killed-inside-mosque-4166936,90-year-old killed inside mosque,2026-06-12T08:00:00,Moulvibazar,Sreemangal,24.30734,91.733739,violence,90.0,5,8,4,sreemangal,2,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/90-year-old-killed-inside-mosque-4166936,90-year-old killed inside mosque,2026-06-12T08:00:00,Moulvibazar,Barlekha,24.481265,91.858094,violence,90.0,5,8,4,moulvibazar,1,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/90-year-old-killed-inside-mosque-4166936,90-year-old killed inside mosque,2026-06-12T08:00:00,Moulvibazar,Juri,24.531019,92.230029,violence,90.0,5,8,4,moulvibazar,1,zone_alias
Daily Star,https://www.thedailystar.net/news/bangladesh/transport/news/bnp-leaders-detention-disrupts-bus-services-cumilla-4166746,BNP leader’s detention disrupts bus services from Cumilla,2026-06-12T08:00:00,Cumilla,Kandirpar,23.46186,91.18504,suspicious_activity,,2,8,4,cumilla,1,zone_alias
Daily Star,https://www.thedailystar.net/news/bangladesh/transport/news/bnp-leaders-detention-disrupts-bus-services-cumilla-4166746,BNP leader’s detention disrupts bus services from Cumilla,2026-06-12T08:00:00,Sylhet,Ambarkhana,24.897194,91.87024,suspicious_activity,,2,8,4,sylhet,1,zone_alias
Daily Star,https://www.thedailystar.net/news/bangladesh/transport/news/bnp-leaders-detention-disrupts-bus-services-cumilla-4166746,BNP leader’s detention disrupts bus services from Cumilla,2026-06-12T08:00:00,Sylhet,Tilagor,24.896191,91.899531,suspicious_activity,,2,8,4,sylhet,1,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/dmp-arrests-152-extortionists-48-hour-drive-4166466,DMP arrests 152 extortionists in 48-hour drive,2026-06-12T08:00:00,Dhaka,Sadarghat,23.7104,90.4074,suspicious_activity,,2,8,4,Dhaka,0,district_fallback
Daily Star,https://www.thedailystar.net/news/crime-justice/news/killings-bangladeshi-phd-students-us-flight-carrying-limons-body-leaves-florida-4166351,Killings of Bangladeshi PhD students in US: Flight carrying Limon’s body leaves Florida,2026-06-12T08:00:00,Dhaka,Sadarghat,23.7104,90.4074,murder,27.0,5,8,4,Dhaka,0,district_fallback
Daily Star,https://www.thedailystar.net/news/crime-justice/news/primary-edu-office-fire-cleaner-set-fire-storeroom-tk-5-lakh-deal-claim-police-4166041,"Primary edu office fire: Cleaner ‘set fire’ to storeroom for Tk 5 lakh deal, claim police",2026-06-12T08:00:00,Dhaka,Sadarghat,23.7104,90.4074,suspicious_activity,29.0,2,8,4,Dhaka,0,district_fallback
Daily Star,https://www.thedailystar.net/news/crime-justice/news/mirpur-oc-withdrawn-over-tk-5-lakh-bribery-allegation-4166031,Mirpur OC withdrawn over Tk 5 lakh bribery allegation,2026-06-12T08:00:00,Dhaka,Sadarghat,23.7104,90.4074,suspicious_activity,,2,8,4,Dhaka,0,district_fallback
Daily Star,https://www.thedailystar.net/news/crime-justice/news/journalists-held-without-trial-620-days-4166221,Journalists held without trial for up to 620 days,2026-06-12T08:00:00,Dhaka,Jatrabari,23.7104,90.4349,violence,21.0,5,8,4,jatrabari,2,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/journalists-held-without-trial-620-days-4166221,Journalists held without trial for up to 620 days,2026-06-12T08:00:00,Naogaon,Atrai,24.915542,88.727758,violence,21.0,5,8,4,naogaon,1,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/journalists-held-without-trial-620-days-4166221,Journalists held without trial for up to 620 days,2026-06-12T08:00:00,Naogaon,Badalgachhi,24.96777,88.90737,violence,21.0,5,8,4,naogaon,1,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/phd-students-murder-florida-police-finally-identify-bristys-body-4166276,PhD Students’ Murder: Florida police finally identify Bristy’s body,2026-06-12T08:00:00,Dhaka,Sadarghat,23.7104,90.4074,murder,27.0,5,8,4,Dhaka,0,district_fallback
Daily Star,https://www.thedailystar.net/news/crime-justice/news/schoolgirl-abducted-front-father-rescued-after-9-days-mastermind-arrested-4165811,"Schoolgirl abducted in front of father, rescued after 9 days; ‘mastermind’ arrested",2026-06-12T08:00:00,Gazipur,Kaliganj Gazipur,23.79762,90.64354,kidnapping,15.0,5,8,4,kaliganj gazipur,5,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/schoolgirl-abducted-front-father-rescued-after-9-days-mastermind-arrested-4165811,"Schoolgirl abducted in front of father, rescued after 9 days; ‘mastermind’ arrested",2026-06-12T08:00:00,Gazipur,Konabari,24.126097,90.472114,kidnapping,15.0,5,8,4,gazipur,1,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/schoolgirl-abducted-front-father-rescued-after-9-days-mastermind-arrested-4165811,"Schoolgirl abducted in front of father, rescued after 9 days; ‘mastermind’ arrested",2026-06-12T08:00:00,Gazipur,Kaliakair,24.126097,90.472114,kidnapping,15.0,5,8,4,gazipur,1,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/written-complaint-filed-over-attack-two-journalists-lalmonirhat-4165746,Written complaint filed over attack on two journalists in Lalmonirhat,2026-06-12T08:00:00,Lalmonirhat,Hatibandha,26.12494,89.14081,violence,,4,8,4,hatibandha,2,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/written-complaint-filed-over-attack-two-journalists-lalmonirhat-4165746,Written complaint filed over attack on two journalists in Lalmonirhat,2026-06-12T08:00:00,Lalmonirhat,Aditmari,25.92537,89.35502,violence,,4,8,4,lalmonirhat,1,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/written-complaint-filed-over-attack-two-journalists-lalmonirhat-4165746,Written complaint filed over attack on two journalists in Lalmonirhat,2026-06-12T08:00:00,Lalmonirhat,Patgram,26.34876,89.03518,violence,,4,8,4,lalmonirhat,1,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/truck-driver-beaten-death-mob-after-injuring-pedestrians-faridpur-4165721,Truck driver beaten to death by mob after 'injuring pedestrians' in Faridpur,2026-06-12T08:00:00,Faridpur,Faridpur Medical College,23.588129,89.835258,violence,,5,8,4,faridpur medical college,6,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/truck-driver-beaten-death-mob-after-injuring-pedestrians-faridpur-4165721,Truck driver beaten to death by mob after 'injuring pedestrians' in Faridpur,2026-06-12T08:00:00,Faridpur,Boalmari,23.39212,89.68308,violence,,5,8,4,boalmari,2,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/truck-driver-beaten-death-mob-after-injuring-pedestrians-faridpur-4165721,Truck driver beaten to death by mob after 'injuring pedestrians' in Faridpur,2026-06-12T08:00:00,Faridpur,Nagarkanda,23.60612,89.84064,violence,,5,8,4,nagarkanda,2,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/bangladeshi-expatriate-killed-younger-brother-italy-family-says-4165566,"Bangladeshi expatriate killed younger brother in Italy, family says",2026-06-12T08:00:00,Munshiganj,Tongibari,23.53395,90.484545,murder,,5,8,4,tongibari,2,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/bangladeshi-expatriate-killed-younger-brother-italy-family-says-4165566,"Bangladeshi expatriate killed younger brother in Italy, family says",2026-06-12T08:00:00,Munshiganj,Gazaria,23.17886,89.97853,murder,,5,8,4,munshiganj,1,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/bangladeshi-expatriate-killed-younger-brother-italy-family-says-4165566,"Bangladeshi expatriate killed younger brother in Italy, family says",2026-06-12T08:00:00,Munshiganj,Lohajang,23.45,90.35,murder,,5,8,4,munshiganj,1,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/schoolboy-beaten-death-during-clash-between-teenagers-mymensingh-4165501,Schoolboy beaten to death during clash between teenagers in Mymensingh,2026-06-12T08:00:00,Mymensingh,Mymensingh Medical College,24.7437,90.4075,violence,16.0,5,8,4,mymensingh medical college,6,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/suspects-targeted-baridharas-de-mazenod-church-after-easter-celebrations-police-4165441,Suspects targeted Baridhara's De Mazenod Church after Easter celebrations: police,2026-06-12T08:00:00,Dhaka,Gulshan,23.7806,90.4167,robbery,,3,8,4,gulshan,2,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/suspects-targeted-baridharas-de-mazenod-church-after-easter-celebrations-police-4165441,Suspects targeted Baridhara's De Mazenod Church after Easter celebrations: police,2026-06-12T08:00:00,Cumilla,Kandirpar,23.46186,91.18504,robbery,,3,8,4,cumilla,1,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/suspects-targeted-baridharas-de-mazenod-church-after-easter-celebrations-police-4165441,Suspects targeted Baridhara's De Mazenod Church after Easter celebrations: police,2026-06-12T08:00:00,Cumilla,Burichang,23.5534,91.12901,robbery,,3,8,4,cumilla,1,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/police-team-attacked-while-probing-mugging-incident-narayanganj-4165421,Police team attacked while probing mugging incident in Narayanganj,2026-06-12T08:00:00,Narayanganj,Chashara,23.62502,90.49684,violence,,5,8,4,narayanganj,1,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/police-team-attacked-while-probing-mugging-incident-narayanganj-4165421,Police team attacked while probing mugging incident in Narayanganj,2026-06-12T08:00:00,Narayanganj,Fatullah,23.63816,90.49097,violence,,5,8,4,narayanganj,1,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/police-team-attacked-while-probing-mugging-incident-narayanganj-4165421,Police team attacked while probing mugging incident in Narayanganj,2026-06-12T08:00:00,Narayanganj,Rupganj,23.61352,90.50298,violence,,5,8,4,narayanganj,1,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/named-accused-kushtia-pir-killing-case-arrested-rajshahi-4165341,Named accused in Kushtia pir killing case arrested in Rajshahi,2026-06-12T08:00:00,Kushtia,Bheramara,24.02452,88.99234,violence,,5,8,4,kushtia,1,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/named-accused-kushtia-pir-killing-case-arrested-rajshahi-4165341,Named accused in Kushtia pir killing case arrested in Rajshahi,2026-06-12T08:00:00,Kushtia,Khoksa,23.9028,89.11943,violence,,5,8,4,kushtia,1,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/named-accused-kushtia-pir-killing-case-arrested-rajshahi-4165341,Named accused in Kushtia pir killing case arrested in Rajshahi,2026-06-12T08:00:00,Kushtia,Kumarkhali,23.86132,89.24197,violence,,5,8,4,kushtia,1,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/21-killed-mob-violence-april-msf-4165246,21 killed in mob violence in April: MSF,2026-06-12T08:00:00,Brahmanbaria,Ashuganj,23.944546,91.106189,sexual_violence,52.0,5,8,4,brahmanbaria,1,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/21-killed-mob-violence-april-msf-4165246,21 killed in mob violence in April: MSF,2026-06-12T08:00:00,Brahmanbaria,Kasba,22.989113,90.220702,sexual_violence,52.0,5,8,4,brahmanbaria,1,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/21-killed-mob-violence-april-msf-4165246,21 killed in mob violence in April: MSF,2026-06-12T08:00:00,Brahmanbaria,Nabinagar,23.88791,90.96792,sexual_violence,52.0,5,8,4,brahmanbaria,1,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/ict-asks-how-qamrul-got-foreign-report-4165256,ICT asks how Qamrul got foreign report,2026-06-12T08:00:00,Dhaka,Sadarghat,23.7104,90.4074,suspicious_activity,,3,8,4,Dhaka,0,district_fallback
Daily Star,https://www.thedailystar.net/news/crime-justice/news/db-raid-nets-8kg-heroin-and-one-its-own-4164901,DB raid nets 8kg heroin and one of its own,2026-06-12T08:00:00,Dhaka,Khilgaon,23.7509,90.4253,suspicious_activity,,2,8,4,khilgaon,2,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/db-raid-nets-8kg-heroin-and-one-its-own-4164901,DB raid nets 8kg heroin and one of its own,2026-06-12T08:00:00,Dhaka,Motijheel,23.733,90.4172,suspicious_activity,,2,8,4,motijheel,2,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/law-reporters-forum-condemns-assault-journalist-habibul-4164791,Law Reporters Forum condemns assault on journalist Habibul,2026-06-12T08:00:00,Dhaka,Sadarghat,23.7104,90.4074,violence,,4,8,4,Dhaka,0,district_fallback
Daily Star,https://www.thedailystar.net/news/crime-justice/news/db-team-attacked-during-tongi-drug-raid-4-cops-injured-7-suspects-held-4164626,"DB team attacked during Tongi drug raid; 4 cops injured, 7 suspects held",2026-06-12T08:00:00,Gazipur,Konabari,24.126097,90.472114,violence,,5,8,4,gazipur,1,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/db-team-attacked-during-tongi-drug-raid-4-cops-injured-7-suspects-held-4164626,"DB team attacked during Tongi drug raid; 4 cops injured, 7 suspects held",2026-06-12T08:00:00,Gazipur,Kaliakair,24.126097,90.472114,violence,,5,8,4,gazipur,1,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/db-team-attacked-during-tongi-drug-raid-4-cops-injured-7-suspects-held-4164626,"DB team attacked during Tongi drug raid; 4 cops injured, 7 suspects held",2026-06-12T08:00:00,Gazipur,Kapasia,24.11404,90.56148,violence,,5,8,4,gazipur,1,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/4-arrested-over-links-ttp-4164341,4 arrested over ‘links with TTP’,2026-06-12T08:00:00,Dhaka,Sadarghat,23.7104,90.4074,suspicious_activity,,2,8,4,Dhaka,0,district_fallback
Daily Star,https://www.thedailystar.net/news/crime-justice/news/titon-killing-control-over-cattle-market-likely-motive-4164346,Titon killing: Control over cattle market likely motive,2026-06-12T08:00:00,Dhaka,New Market,23.7332,90.3857,murder,,5,8,4,new market,5,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/titon-killing-control-over-cattle-market-likely-motive-4164346,Titon killing: Control over cattle market likely motive,2026-06-12T08:00:00,Dhaka,Elephant Road,23.7389,90.3865,murder,,5,8,4,elephant road,5,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/titon-killing-control-over-cattle-market-likely-motive-4164346,Titon killing: Control over cattle market likely motive,2026-06-12T08:00:00,Dhaka,Dhanmondi,23.7461,90.3742,murder,,5,8,4,dhanmondi,2,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/db-arrests-four-over-alleged-links-pakistani-militant-outfit-ttp-4164086,DB arrests four over alleged links to Pakistani militant outfit TTP,2026-06-12T08:00:00,Dhaka,Sadarghat,23.7104,90.4074,suspicious_activity,,2,8,4,Dhaka,0,district_fallback
Daily Star,https://www.thedailystar.net/news/crime-justice/news/no-proof-inu-ordered-kushtia-killings-defence-tells-ict-4164006,"No proof Inu ordered Kushtia killings, defence tells ICT",2026-06-12T08:00:00,Dhaka,Jatrabari,23.7104,90.4349,murder,,5,8,4,jatrabari,2,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/no-proof-inu-ordered-kushtia-killings-defence-tells-ict-4164006,"No proof Inu ordered Kushtia killings, defence tells ICT",2026-06-12T08:00:00,Kushtia,Bheramara,24.02452,88.99234,murder,,5,8,4,kushtia,1,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/no-proof-inu-ordered-kushtia-killings-defence-tells-ict-4164006,"No proof Inu ordered Kushtia killings, defence tells ICT",2026-06-12T08:00:00,Kushtia,Khoksa,23.9028,89.11943,murder,,5,8,4,kushtia,1,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/db-seizes-8-kg-heroin-16-lakh-yaba-pills-dhaka-raids-4163946,"DB seizes 8 kg heroin, 1.6 lakh yaba pills in Dhaka raids",2026-06-12T08:00:00,Dhaka,Motijheel,23.733,90.4172,suspicious_activity,,2,8,4,motijheel,2,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/db-seizes-8-kg-heroin-16-lakh-yaba-pills-dhaka-raids-4163946,"DB seizes 8 kg heroin, 1.6 lakh yaba pills in Dhaka raids",2026-06-12T08:00:00,Dhaka,Wari,23.7115,90.4177,suspicious_activity,,2,8,4,wari,2,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/db-seizes-8-kg-heroin-16-lakh-yaba-pills-dhaka-raids-4163946,"DB seizes 8 kg heroin, 1.6 lakh yaba pills in Dhaka raids",2026-06-12T08:00:00,Dhaka,Jatrabari,23.7104,90.4349,suspicious_activity,,2,8,4,jatrabari,2,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/hosaf-group-chairman-cleared-barapukuria-coalmine-corruption-case-4163931,Hosaf Group chairman cleared in Barapukuria coalmine corruption case,2026-06-12T08:00:00,Dhaka,Shahbagh,23.738,90.3958,suspicious_activity,,2,8,4,shahbagh,2,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/hosaf-group-chairman-cleared-barapukuria-coalmine-corruption-case-4163931,Hosaf Group chairman cleared in Barapukuria coalmine corruption case,2026-06-12T08:00:00,Dinajpur,Birampur,25.38909,88.99331,suspicious_activity,,2,8,4,dinajpur,1,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/hosaf-group-chairman-cleared-barapukuria-coalmine-corruption-case-4163931,Hosaf Group chairman cleared in Barapukuria coalmine corruption case,2026-06-12T08:00:00,Dinajpur,Kaharol,25.62745,88.63779,suspicious_activity,,2,8,4,dinajpur,1,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/case-filed-over-killing-top-criminal-titon-dhakas-new-market-area-4163876,Case filed over killing of ‘top criminal’ Titon in Dhaka’s New Market area,2026-06-12T08:00:00,Dhaka,New Market,23.7332,90.3857,violence,,5,8,4,new market,5,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/ex-bcl-man-detained-tsc-handed-over-shahbagh-police-4163696,"Ex-BCL man detained at TSC, handed over to Shahbagh police",2026-06-12T08:00:00,Dhaka,Shahbagh,23.738,90.3958,violence,,4,8,4,shahbagh,2,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/robbery-st-eugene-de-mazenod-catholic-church-dhaka-leaves-priest-injured-4163446,Robbery at St Eugene De Mazenod Catholic Church in Dhaka leaves priest injured,2026-06-12T08:00:00,Dhaka,Sadarghat,23.7104,90.4074,robbery,,4,8,4,Dhaka,0,district_fallback
Daily Star,https://www.thedailystar.net/news/crime-justice/news/top-gangster-shot-dead-new-market-4163481,Top gangster shot dead in New Market,2026-06-12T08:00:00,Dhaka,New Market,23.7332,90.3857,murder,,5,8,4,new market,5,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/top-gangster-shot-dead-new-market-4163481,Top gangster shot dead in New Market,2026-06-12T08:00:00,Dhaka,Mohammadpur,23.7657,90.3589,murder,,5,8,4,mohammadpur,2,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/law-minister-proposes-mandatory-pro-bono-work-lawyers-4163081,Law minister proposes mandatory pro bono work for lawyers,2026-06-12T08:00:00,Dhaka,Sadarghat,23.7104,90.4074,suspicious_activity,,2,8,4,Dhaka,0,district_fallback
Daily Star,https://www.thedailystar.net/news/crime-justice/news/man-shot-dead-dhakas-new-market-area-4163041,"New Market area shooting victim was ‘top criminal’ who secured bail after Aug 2024, police say",2026-06-12T08:00:00,Dhaka,New Market,23.7332,90.3857,murder,,5,8,4,new market,5,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/man-shot-dead-dhakas-new-market-area-4163041,"New Market area shooting victim was ‘top criminal’ who secured bail after Aug 2024, police say",2026-06-12T08:00:00,Dhaka,Gulshan,23.7806,90.4167,murder,,5,8,4,gulshan,2,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/man-shot-dead-dhakas-new-market-area-4163041,"New Market area shooting victim was ‘top criminal’ who secured bail after Aug 2024, police say",2026-06-12T08:00:00,Dhaka,Mohammadpur,23.7657,90.3589,murder,,5,8,4,mohammadpur,2,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/hc-defers-bail-order-journalist-couple-shakil-rupa-until-may-11-4162846,"HC defers bail order for journalist couple Shakil, Rupa until May 11",2026-06-12T08:00:00,Dhaka,Uttara,23.8724,90.3953,murder,,5,8,4,uttara,2,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/two-arrested-over-attack-journalists-khulna-press-club-4162801,Two arrested over attack on journalists at Khulna Press Club,2026-06-12T08:00:00,Khulna,Khalishpur,22.85308,89.54427,violence,,4,8,4,khulna,1,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/two-arrested-over-attack-journalists-khulna-press-club-4162801,Two arrested over attack on journalists at Khulna Press Club,2026-06-12T08:00:00,Khulna,Boyra,22.82813,89.543382,violence,,4,8,4,khulna,1,zone_alias
Daily Star,https://www.thedailystar.net/news/crime-justice/news/two-arrested-over-attack-journalists-khulna-press-club-4162801,Two arrested over attack on journalists at Khulna Press Club,2026-06-12T08:00:00,Khulna,Gollamari,22.837283,89.540056,violence,,4,8,4,khulna,1,zone_alias
